Election Code,Election Title,County Code,County Name,Contest Code,Contest Title,Candidate Number,Candidate Name,Votes,Party Code
1001030,GENERAL ELECTION 2018,22,Coosa,1001000,GOVERNOR,2,Kay Ivey,2781,REP
1001030,GENERAL ELECTION 2018,23,Covington,1000920,AL-02,1,Tabitha Isner,2357,DEM
1001030,GENERAL ELECTION 2018,23,Covington,1000920,AL-02,2,Martha Roby,9602,REP
1001030,GENERAL ELECTION 2018,23,Covington,1000920,AL-02,3,Write-In,11,NON
1001030,GENERAL ELECTION 2018,23,Covington,1001000,GOVERNOR,1,Walt Maddox,2162,DEM
1001030,GENERAL ELECTION 2018,23,Covington,1001000,GOVERNOR,2,Kay Ivey,9838,REP
1001030,GENERAL ELECTION 2018,23,Covington,1001000,GOVERNOR,3,Write-In,22,NON
1001030,GENERAL ELECTION 2018,24,Crenshaw,1000920,AL-02,1,Tabitha Isner,1769,DEM
1001030,GENERAL ELECTION 2018,24,Crenshaw,1000920,AL-02,2,Martha Roby,3576,REP
1001030,GENERAL ELECTION 2018,24,Crenshaw,1000920,AL-02,3,Write-In,7,NON
1001030,GENERAL ELECTION 2018,24,Crenshaw,1001000,GOVERNOR,1,Walt Maddox,1522,DEM
1001030,GENERAL ELECTION 2018,24,Crenshaw,1001000,GOVERNOR,2,Kay Ivey,3869,REP
1001030,GENERAL ELECTION 2018,24,Crenshaw,1001000,GOVERNOR,3,Write-In,6,NON
1001030,GENERAL ELECTION 2018,25,Cullman,1000940,AL-04,1,Lee Auman,3357,DEM
1001030,GENERAL ELECTION 2018,25,Cullman,1000940,AL-04,2,Robert Aderholt,25226,REP
1001030,GENERAL ELECTION 2018,25,Cullman,1000940,AL-04,3,Write-In,20,NON
1001030,GENERAL ELECTION 2018,25,Cullman,1001000,GOVERNOR,1,Walt Maddox,4308,DEM
1001030,GENERAL ELECTION 2018,25,Cullman,1001000,GOVERNOR,2,Kay Ivey,24341,REP
1001030,GENERAL ELECTION 2018,25,Cullman,1001000,GOVERNOR,3,Write-In,43,NON
1001030,GENERAL ELECTION 2018,26,Dale,1000920,AL-02,1,Tabitha Isner,4257,DEM
